judgment_id,packet_id,trajectory_id,case_id,family,agent,level,replicate
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r02,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE,access_control_persistence_01_resolved_setup__gemini-3.7-flash,access_control_persistence_01_resolved_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E3_STATE,2
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r03,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE,access_control_persistence_01_resolved_setup__gemini-3.7-flash,access_control_persistence_01_resolved_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E3_STATE,3
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r01,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION,access_control_persistence_01_resolved_setup__gemini-3.7-flash,access_control_persistence_01_resolved_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E4_VERIFICATION,1
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r02,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION,access_control_persistence_01_resolved_setup__gemini-3.7-flash,access_control_persistence_01_resolved_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E4_VERIFICATION,2
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r03,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION,access_control_persistence_01_resolved_setup__gemini-3.7-flash,access_control_persistence_01_resolved_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E4_VERIFICATION,3
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r01,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM,access_control_persistence_01_false_containment_setup__deepseek-v4-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E1_CLAIM,1
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r02,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM,access_control_persistence_01_false_containment_setup__deepseek-v4-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E1_CLAIM,2
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r03,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM,access_control_persistence_01_false_containment_setup__deepseek-v4-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E1_CLAIM,3
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r01,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION,access_control_persistence_01_false_containment_setup__deepseek-v4-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E2_ACTION,1
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r02,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION,access_control_persistence_01_false_containment_setup__deepseek-v4-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E2_ACTION,2
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r03,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION,access_control_persistence_01_false_containment_setup__deepseek-v4-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E2_ACTION,3
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r01,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE,access_control_persistence_01_false_containment_setup__deepseek-v4-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E3_STATE,1
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r02,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE,access_control_persistence_01_false_containment_setup__deepseek-v4-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E3_STATE,2
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r03,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE,access_control_persistence_01_false_containment_setup__deepseek-v4-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E3_STATE,3
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r01,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION,access_control_persistence_01_false_containment_setup__deepseek-v4-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E4_VERIFICATION,1
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r02,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION,access_control_persistence_01_false_containment_setup__deepseek-v4-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E4_VERIFICATION,2
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r03,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION,access_control_persistence_01_false_containment_setup__deepseek-v4-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E4_VERIFICATION,3
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r01,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM,access_control_persistence_01_false_containment_setup__gemini-3.7-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E1_CLAIM,1
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r02,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM,access_control_persistence_01_false_containment_setup__gemini-3.7-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E1_CLAIM,2
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r03,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM,access_control_persistence_01_false_containment_setup__gemini-3.7-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E1_CLAIM,3
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r01,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION,access_control_persistence_01_false_containment_setup__gemini-3.7-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E2_ACTION,1
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r02,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION,access_control_persistence_01_false_containment_setup__gemini-3.7-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E2_ACTION,2
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r03,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION,access_control_persistence_01_false_containment_setup__gemini-3.7-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E2_ACTION,3
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r01,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE,access_control_persistence_01_false_containment_setup__gemini-3.7-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E3_STATE,1
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r02,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE,access_control_persistence_01_false_containment_setup__gemini-3.7-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E3_STATE,2
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r03,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE,access_control_persistence_01_false_containment_setup__gemini-3.7-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E3_STATE,3
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r01,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION,access_control_persistence_01_false_containment_setup__gemini-3.7-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E4_VERIFICATION,1
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r02,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION,access_control_persistence_01_false_containment_setup__gemini-3.7-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E4_VERIFICATION,2
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r03,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION,access_control_persistence_01_false_containment_setup__gemini-3.7-flash,access_control_persistence_01_false_containment_setup,access_control_persistence,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E4_VERIFICATION,3
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r01,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM,alternate_path_containment_01_resolved_setup__deepseek-v4-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E1_CLAIM,1
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r02,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM,alternate_path_containment_01_resolved_setup__deepseek-v4-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E1_CLAIM,2
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r03,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E1_CLAIM,alternate_path_containment_01_resolved_setup__deepseek-v4-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E1_CLAIM,3
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r01,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION,alternate_path_containment_01_resolved_setup__deepseek-v4-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E2_ACTION,1
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r02,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION,alternate_path_containment_01_resolved_setup__deepseek-v4-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E2_ACTION,2
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r03,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E2_ACTION,alternate_path_containment_01_resolved_setup__deepseek-v4-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E2_ACTION,3
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE__r01,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE,alternate_path_containment_01_resolved_setup__deepseek-v4-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E3_STATE,1
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE__r02,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE,alternate_path_containment_01_resolved_setup__deepseek-v4-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E3_STATE,2
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE__r03,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E3_STATE,alternate_path_containment_01_resolved_setup__deepseek-v4-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E3_STATE,3
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r01,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION,alternate_path_containment_01_resolved_setup__deepseek-v4-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E4_VERIFICATION,1
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r02,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION,alternate_path_containment_01_resolved_setup__deepseek-v4-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E4_VERIFICATION,2
alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r03,alternate_path_containment_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION,alternate_path_containment_01_resolved_setup__deepseek-v4-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E4_VERIFICATION,3
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r01,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM,alternate_path_containment_01_resolved_setup__gemini-3.7-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E1_CLAIM,1
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r02,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM,alternate_path_containment_01_resolved_setup__gemini-3.7-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E1_CLAIM,2
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r03,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E1_CLAIM,alternate_path_containment_01_resolved_setup__gemini-3.7-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E1_CLAIM,3
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r01,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION,alternate_path_containment_01_resolved_setup__gemini-3.7-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E2_ACTION,1
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r02,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION,alternate_path_containment_01_resolved_setup__gemini-3.7-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E2_ACTION,2
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r03,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E2_ACTION,alternate_path_containment_01_resolved_setup__gemini-3.7-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E2_ACTION,3
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE__r01,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE,alternate_path_containment_01_resolved_setup__gemini-3.7-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E3_STATE,1
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE__r02,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE,alternate_path_containment_01_resolved_setup__gemini-3.7-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E3_STATE,2
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE__r03,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E3_STATE,alternate_path_containment_01_resolved_setup__gemini-3.7-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E3_STATE,3
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r01,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION,alternate_path_containment_01_resolved_setup__gemini-3.7-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E4_VERIFICATION,1
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r02,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION,alternate_path_containment_01_resolved_setup__gemini-3.7-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E4_VERIFICATION,2
alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r03,alternate_path_containment_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION,alternate_path_containment_01_resolved_setup__gemini-3.7-flash,alternate_path_containment_01_resolved_setup,alternate_path_containment,"{'provider': 'gemini', 'model': 'gemini-3.7-flash', 'api_key_env': 'AGENT_2_API_KEY_PRIMARY', 'fallback_api_key_env': 'AGENT_2_API_KEY_FALLBACK', 'max_tokens': 1400, 'thinking_level': 'low'}",E4_VERIFICATION,3
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r01,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash,alternate_path_containment_01_false_containment_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E1_CLAIM,1
alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r02,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM,alternate_path_containment_01_false_containment_setup__deepseek-v4-flash,alternate_path_containment_01_false_containment_setup,alternate_path_containment,"{'provider': 'deepseek', 'model': 'deepseek-v4-flash', 'api_key_env': 'DEEPSEEK_1', 'temperature': 0.7, 'max_tokens': 4096, 'reasoning_effort': 'low'}",E1_CLAIM,2
